id,has_city,acquisition_campaign,use_case,source,created_date
md9l9i6g,False,VirtualMeetups,Other,Outbound,2019-10-13
4i7d0oar,True,VirtualMeetups,Corporate Events,Inbound,2019-10-13
u5xj6r40,True,VirtualMeetups,Other,Outbound,2019-10-13
p01etrcy,True,Other,Other,Outbound,2019-10-13
a2ezb7ag,True,Other,Other,Inbound,2019-10-13
605l56s5,True,Other,Corporate Events,Inbound,2019-10-13
e07mg3x6,False,Other,Corporate Events,Outbound,2019-10-13
eo04hzgf,False,VirtualMeetups,Corporate Events,Outbound,2019-10-13
vilopkig,False,Other,Other,Outbound,2019-10-13
iczlx2iz,True,TradeShow,Corporate Events,Outbound,2019-10-13
wb5f6s5q,True,TradeShow,Other,Outbound,2019-10-13
1rabcpb0,True,VirtualMeetups,Corporate Events,Inbound,2019-10-13
yidfqvzf,True,VirtualMeetups,Corporate Events,Inbound,2019-10-13
g5f80xlk,False,Other,Corporate Events,Inbound,2019-10-13
edjrqdvl,False,Other,Other,Outbound,2019-10-13
esi0rqrc,True,Other,Other,Outbound,2019-10-13
xgkg8mv8,False,Other,Other,Outbound,2019-10-13
viazt6p1,True,Other,Corporate Events,Outbound,2019-10-13
weqoe12t,True,Other,Corporate Events,Outbound,2019-10-13
hg3qj0p1,True,VirtualMeetups,Corporate Events,Outbound,2019-10-13
ehlpxhui,True,Other,Corporate Events,Outbound,2019-10-13
e6b4acz1,True,Other,Other,Inbound,2019-10-13
7pgzeolw,True,VirtualMeetups,Corporate Events,Outbound,2019-10-13
jf6ntyzm,False,Other,Corporate Events,Outbound,2019-10-13
f8i7d5kb,False,Other,Corporate Events,Inbound,2019-10-13
o4mubzlm,False,Other,Other,Inbound,2019-10-13
g4amb4hk,True,Other,Corporate Events,Outbound,2019-10-13
2dwgatwt,True,Other,Corporate Events,Outbound,2019-10-13
frncuhdw,True,Other,Corporate Events,Inbound,2019-10-13
2bjjmllm,True,VirtualMeetups,Corporate Events,Outbound,2019-10-13
v8gd5wcn,False,Other,Corporate Events,Outbound,2019-10-13
hu49t84p,True,Other,Corporate Events,Outbound,2019-10-13
16ebuu5n,True,Other,Other,Outbound,2019-10-13
8g1l6agd,False,Other,Other,Outbound,2019-10-13
67j7eatx,False,Other,Other,Outbound,2019-10-13
6e2mbs7z,True,Other,Corporate Events,Outbound,2019-10-13
arniydfn,True,Other,Corporate Events,Outbound,2019-10-13
bj1uxg1b,False,VirtualMeetups,Corporate Events,Inbound,2019-10-13
nonpglu1,False,Other,Corporate Events,Inbound,2019-10-13
w3v8x2y4,False,Other,Other,Outbound,2019-10-13
fbzo218r,True,Other,Other,Inbound,2019-10-13
2rhxfagh,False,Other,Other,Inbound,2019-10-13
cse8ot59,True,Other,Other,Outbound,2019-10-13
ces93rks,True,Other,Corporate Events,Outbound,2019-10-13
rtk08cpx,False,Other,Other,Outbound,2019-10-13
62wtuqjv,True,Other,Other,Outbound,2019-10-13
fb1nixrs,True,VirtualMeetups,Corporate Events,Outbound,2019-10-13
8yfe2yew,False,Other,Corporate Events,Outbound,2019-10-13
xsg1zdg6,True,VirtualMeetups,Corporate Events,Outbound,2019-10-13
zyuse8it,True,Other,Other,Outbound,2019-10-13
n24xzml2,True,VirtualMeetups,Corporate Events,Outbound,2019-10-13
jmkh16lw,True,Other,Corporate Events,Inbound,2019-10-13
4xtal9tc,False,Other,Corporate Events,Outbound,2019-10-13
jusfald9,True,VirtualMeetups,Corporate Events,Inbound,2019-10-13
0x4xfcta,True,Other,Other,Outbound,2019-10-13
1f2dbhv4,True,VirtualMeetups,Corporate Events,Outbound,2019-10-13
vd87bl5u,False,Other,Other,Outbound,2019-10-13
28jblea2,True,Other,Corporate Events,Outbound,2019-10-13
f3jy8ilx,False,Other,Corporate Events,Outbound,2019-10-13
kn6dwd9c,False,Other,Other,Inbound,2019-10-13
cm66eclh,False,VirtualMeetups,Corporate Events,Outbound,2019-10-13
v7mp74ir,True,Other,Other,Outbound,2019-10-13
sucu6xeu,False,Other,Other,Outbound,2019-10-13
unlwzh8r,True,Other,Corporate Events,Outbound,2019-10-13
c0gtdo0y,False,TradeShow,Other,Outbound,2019-10-13
4mb6nkbu,True,Other,Corporate Events,Outbound,2019-10-13
tudan3em,False,Other,Other,Outbound,2019-10-13
f9f50f64,False,Other,Other,Outbound,2019-10-13
xrdwcm55,True,Other,Corporate Events,Inbound,2019-10-13
p61q8jj6,True,Other,Corporate Events,Outbound,2019-10-13
gqegoqdg,True,Other,Corporate Events,Inbound,2019-10-13
dhovvz23,True,Other,Corporate Events,Outbound,2019-10-13
ep1mu2lg,False,Other,Other,Outbound,2019-10-13
luyerfiy,False,Other,Other,Outbound,2019-10-13
5vbon7l8,True,VirtualMeetups,Corporate Events,Outbound,2019-10-13
g7v8yszb,True,Other,Corporate Events,Outbound,2019-10-14
2n8ndlzc,True,Other,Corporate Events,Inbound,2019-10-14
0c59ammx,False,Other,Corporate Events,Inbound,2019-10-14
9umkn20c,True,Other,Other,Outbound,2019-10-14
k0owbgtd,False,Other,Corporate Events,Outbound,2019-10-14
8xk6io05,True,Other,Other,Inbound,2019-10-14
ge36gngc,True,TradeShow,Corporate Events,Outbound,2019-10-14
942kof62,True,Other,Other,Outbound,2019-10-14
ndihsp0d,True,TradeShow,Other,Outbound,2019-10-14
qt5x0jvj,True,Other,Other,Outbound,2019-10-14
snr7nb4n,False,Other,Corporate Events,Outbound,2019-10-14
tyobabut,True,VirtualMeetups,Corporate Events,Inbound,2019-10-14
6u4gsmpi,False,Other,Corporate Events,Inbound,2019-10-14
f68dkfwu,False,Other,Other,Outbound,2019-10-14
z3lol9j2,False,Other,Corporate Events,Outbound,2019-10-14
ird9b3ea,False,Other,Corporate Events,Outbound,2019-10-14
pem6xurr,False,Other,Corporate Events,Outbound,2019-10-14
zq3hj149,True,Other,Other,Inbound,2019-10-14
22y5lrum,True,Other,Corporate Events,Outbound,2019-10-14
y5cf7s1c,True,Other,Other,Outbound,2019-10-14
2yey3bjh,True,Other,Corporate Events,Inbound,2019-10-14
p9dtrrp1,False,Other,Corporate Events,Outbound,2019-10-14
w6vtejrt,False,Other,Other,Outbound,2019-10-14
nj9moihp,False,Other,Corporate Events,Outbound,2019-10-14
oauau4yf,False,Other,Corporate Events,Outbound,2019-10-14
84rxfbq9,False,Other,Corporate Events,Inbound,2019-10-14
io4lg5a4,False,Other,Other,Outbound,2019-10-14
7nt5ofys,True,Other,Other,Outbound,2019-10-14
u9ujvd2o,False,Other,Corporate Events,Outbound,2019-10-14
p2hi1f7s,False,VirtualMeetups,Corporate Events,Outbound,2019-10-14
5tip134t,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
498dnezp,False,Other,Other,Outbound,2019-10-14
1vojl7vr,True,Other,Other,Outbound,2019-10-14
wmjnva7v,True,Other,Corporate Events,Outbound,2019-10-14
gutqqrfu,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
wcaazgth,False,Other,Other,Outbound,2019-10-14
o3fued37,False,VirtualMeetups,Corporate Events,Outbound,2019-10-14
az33fer9,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
9gq29966,False,Other,Other,Outbound,2019-10-14
ytfrpkh9,False,Other,Other,Inbound,2019-10-14
23mee7r6,False,Other,Corporate Events,Inbound,2019-10-14
kqas0o4r,True,Other,Corporate Events,Inbound,2019-10-14
js096h7j,False,Other,Other,Inbound,2019-10-14
4hetqv71,False,Other,Other,Inbound,2019-10-14
vgz1nxh0,False,VirtualMeetups,Corporate Events,Inbound,2019-10-14
z2kws0mf,True,Other,Other,Inbound,2019-10-14
15uwxbzn,True,Other,Other,Inbound,2019-10-14
mjy4nuax,True,Other,Corporate Events,Outbound,2019-10-14
v0zt0n7l,True,VirtualMeetups,Corporate Events,Inbound,2019-10-14
khq8nk7g,True,VirtualMeetups,Corporate Events,Inbound,2019-10-14
u3zx7u8c,True,VirtualMeetups,Corporate Events,Inbound,2019-10-14
vpft84o4,True,Other,Corporate Events,Outbound,2019-10-14
9sa5i9fb,False,Other,Corporate Events,Outbound,2019-10-14
f2yqgqey,True,Other,Other,Outbound,2019-10-14
s3h8n9dn,True,Other,Corporate Events,Outbound,2019-10-14
a954ot8v,True,Other,Other,Outbound,2019-10-14
7cjesoav,True,TradeShow,Corporate Events,Outbound,2019-10-14
tfkrgdrx,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
1clcr6pg,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
s7zn6kbz,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
drzyi4x6,True,TradeShow,Other,Inbound,2019-10-14
6ntvznlu,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
0wo84ufm,False,Other,Corporate Events,Outbound,2019-10-14
vu5jj82u,False,Other,Corporate Events,Outbound,2019-10-14
y8y6dpiz,False,Other,Other,Outbound,2019-10-14
sqssbscb,True,TradeShow,Other,Outbound,2019-10-14
18pixf84,True,Other,Other,Outbound,2019-10-14
q0ayzkg9,True,Other,Corporate Events,Outbound,2019-10-14
6hdais5n,False,Other,Other,Inbound,2019-10-14
a2bl080a,True,Other,Other,Inbound,2019-10-14
ps87hy8h,True,Other,Corporate Events,Outbound,2019-10-14
lrxftb1v,True,Other,Corporate Events,Inbound,2019-10-14
m5aq577i,True,Other,Corporate Events,Outbound,2019-10-14
wntqcztq,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
bkgvfjb4,False,Other,Other,Outbound,2019-10-14
8ousc36g,False,Other,Other,Outbound,2019-10-14
mg2170at,True,VirtualMeetups,Corporate Events,Inbound,2019-10-14
y972jtvg,False,Other,Other,Inbound,2019-10-14
u83cxr42,True,Other,Other,Outbound,2019-10-14
ec4j6n7v,True,Other,Other,Outbound,2019-10-14
45igm6tc,False,Other,Other,Outbound,2019-10-14
emgdc148,True,TradeShow,Corporate Events,Outbound,2019-10-14
fku4k4u9,True,VirtualMeetups,Corporate Events,Inbound,2019-10-14
xo2kxd77,False,Other,Other,Outbound,2019-10-14
56cucj4s,True,VirtualMeetups,Other,Outbound,2019-10-14
j1m44gmh,True,VirtualMeetups,Other,Outbound,2019-10-14
2uowfwld,True,Other,Other,Inbound,2019-10-14
em4amc4n,True,Other,Other,Outbound,2019-10-14
uhetal0v,True,Other,Other,Outbound,2019-10-14
2ouacgqd,True,VirtualMeetups,Corporate Events,Outbound,2019-10-14
c54s4nfs,False,Other,Corporate Events,Outbound,2019-10-14
2mcx3npa,False,VirtualMeetups,Corporate Events,Outbound,2019-10-14
m9frsdri,True,Other,Other,Outbound,2019-10-14
2m5l9vwn,False,Other,Other,Inbound,2019-10-14
anu2iv36,False,VirtualMeetups,Other,Outbound,2019-10-14
r2krxsgu,True,Other,Other,Outbound,2019-10-14
lj44a6i7,True,Other,Other,Outbound,2019-10-14
85yhe88q,True,Other,Other,Outbound,2019-10-14
dcm94enn,False,Other,Other,Outbound,2019-10-14
hwc85zzw,False,Other,Other,Outbound,2019-10-14
azlnb14t,False,VirtualMeetups,Other,Outbound,2019-10-14
p40mlsi6,False,TradeShow,Other,Outbound,2019-10-14
97288ier,True,Other,Other,Outbound,2019-10-14
33rt186w,True,Other,Corporate Events,Inbound,2019-10-15
vdfyzoht,False,Other,Other,Outbound,2019-10-15
zs5cb8je,True,Other,Corporate Events,Outbound,2019-10-15
ma7a6pfx,True,Other,Other,Outbound,2019-10-15
o2aelxla,False,TradeShow,Other,Outbound,2019-10-15
lh7s9hft,False,Other,Other,Outbound,2019-10-15
w2wzg2dq,True,Other,Corporate Events,Inbound,2019-10-15
03paj84n,True,Other,Other,Outbound,2019-10-15
77s09pbg,True,Other,Corporate Events,Inbound,2019-10-15
p7kxcc8n,True,Other,Corporate Events,Outbound,2019-10-15
ru7iffg3,False,Other,Corporate Events,Outbound,2019-10-15
slvxqlvh,True,Other,Corporate Events,Inbound,2019-10-15
828kgpb5,True,Other,Corporate Events,Inbound,2019-10-15
9kxr29f9,True,Other,Other,Outbound,2019-10-15
76ylxyxm,True,Other,Corporate Events,Outbound,2019-10-15
u2h0gcg7,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
iiqdezyf,True,Other,Other,Outbound,2019-10-15
qvruhm85,False,Other,Other,Outbound,2019-10-15
fs3kz6ei,False,Other,Other,Outbound,2019-10-15
hj1guerf,True,Other,Other,Outbound,2019-10-15
xkjsgfeg,True,Other,Other,Outbound,2019-10-15
k42wd1mq,False,Other,Corporate Events,Inbound,2019-10-15
d9vmstdc,False,Other,Corporate Events,Outbound,2019-10-15
xi685t3m,False,Other,Other,Outbound,2019-10-15
7j0s33qx,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
rbclm8qn,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
3iuijylt,True,Other,Other,Outbound,2019-10-15
1p6kotm6,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
13spw0yc,True,Other,Other,Outbound,2019-10-15
pka50d61,True,Other,Other,Outbound,2019-10-15
e0gx4qp1,True,Other,Corporate Events,Outbound,2019-10-15
i3wiqjts,True,Other,Other,Outbound,2019-10-15
6zfuz9qq,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
zrvecesx,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
b4nnafjz,True,TradeShow,Other,Outbound,2019-10-15
lyo1ahz0,False,TradeShow,Corporate Events,Outbound,2019-10-15
3hs7u2fb,False,Other,Other,Outbound,2019-10-15
7bc5f4kt,True,VirtualMeetups,Other,Outbound,2019-10-15
iqif5hl3,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
7u3tgv5f,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
23kol0lw,False,Other,Other,Outbound,2019-10-15
bhs109ij,True,Other,Other,Outbound,2019-10-15
a77tomdt,True,Other,Other,Outbound,2019-10-15
o2e99171,True,VirtualMeetups,Corporate Events,Inbound,2019-10-15
xsm8omhv,True,Other,Other,Outbound,2019-10-15
e3ifditf,True,Other,Corporate Events,Outbound,2019-10-15
x3fk5r1h,False,TradeShow,Other,Outbound,2019-10-15
ds4f7mxi,True,TradeShow,Other,Outbound,2019-10-15
i0utl6uk,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
x1a4hoq4,False,VirtualMeetups,Corporate Events,Outbound,2019-10-15
fr7xqqxr,False,Other,Other,Outbound,2019-10-15
clommlrn,True,Other,Other,Outbound,2019-10-15
dz4sp0wa,True,Other,Other,Outbound,2019-10-15
fpthxoih,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
6c8jj378,True,Other,Corporate Events,Inbound,2019-10-15
axsi9g0z,True,TradeShow,Other,Outbound,2019-10-15
bxfx8d4s,True,Other,Other,Outbound,2019-10-15
wjxt6tw7,True,Other,Other,Inbound,2019-10-15
95j8d6dc,True,TradeShow,Other,Outbound,2019-10-15
ogudurva,False,TradeShow,Other,Outbound,2019-10-15
lchprbvc,True,Other,Corporate Events,Inbound,2019-10-15
j0qptmzb,True,Other,Corporate Events,Outbound,2019-10-15
ehy8v7zd,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
ae5ppbum,False,TradeShow,Other,Outbound,2019-10-15
lg1ws1t4,False,Other,Other,Outbound,2019-10-15
jwv5zmzl,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
utco30oz,False,Other,Other,Inbound,2019-10-15
44wi1zbb,False,VirtualMeetups,Corporate Events,Outbound,2019-10-15
bowbhs31,True,VirtualMeetups,Other,Outbound,2019-10-15
5ezjrxug,True,Other,Other,Outbound,2019-10-15
ox7ojrga,False,Other,Corporate Events,Outbound,2019-10-15
s39x2gyk,True,TradeShow,Other,Outbound,2019-10-15
a0peqe2l,True,Other,Corporate Events,Outbound,2019-10-15
b1o0jx5i,True,Other,Corporate Events,Inbound,2019-10-15
vkbnybxz,True,Other,Corporate Events,Outbound,2019-10-15
tnwp89po,True,VirtualMeetups,Other,Outbound,2019-10-15
5stelupo,False,Other,Other,Outbound,2019-10-15
mw8c8x6k,True,Other,Other,Outbound,2019-10-15
fvlr3bqv,True,TradeShow,Other,Outbound,2019-10-15
6zxqp3ll,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
s7anvtv2,False,Other,Other,Outbound,2019-10-15
215utbe6,True,Other,Other,Outbound,2019-10-15
bgwsqk0p,True,TradeShow,Other,Outbound,2019-10-15
z0mc4ngo,True,Other,Corporate Events,Outbound,2019-10-15
b0zqdfhi,False,Other,Other,Outbound,2019-10-15
ozw3et8r,True,Other,Other,Outbound,2019-10-15
xvuyft7i,False,TradeShow,Other,Outbound,2019-10-15
vy08nyqv,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
zmc0vve9,False,Other,Other,Outbound,2019-10-15
jugllrhm,False,VirtualMeetups,Corporate Events,Outbound,2019-10-15
rlyg9b1n,True,Other,Corporate Events,Outbound,2019-10-15
vdcd35da,True,Other,Corporate Events,Outbound,2019-10-15
oids6lcr,False,Other,Other,Inbound,2019-10-15
u8zbajn6,False,VirtualMeetups,Corporate Events,Inbound,2019-10-15
i1ad1rp6,True,TradeShow,Other,Outbound,2019-10-15
ejp1m0af,False,Other,Corporate Events,Outbound,2019-10-15
4a9u0nqh,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
q74wfpr8,False,Other,Other,Outbound,2019-10-15
c9hbmd9p,False,Other,Other,Outbound,2019-10-15
blob0s8x,True,Other,Corporate Events,Inbound,2019-10-15
p737hys1,True,Other,Other,Outbound,2019-10-15
2j5ia5zr,True,TradeShow,Other,Outbound,2019-10-15
jbeuj6p5,False,VirtualMeetups,Other,Outbound,2019-10-15
x1qmvw6o,False,Other,Other,Inbound,2019-10-15
or225iuz,True,Other,Corporate Events,Inbound,2019-10-15
6f4u7m3c,True,Other,Other,Outbound,2019-10-15
i55ljg4z,False,Other,Corporate Events,Outbound,2019-10-15
lev07lah,True,TradeShow,Other,Outbound,2019-10-15
xdz5njjh,True,Other,Other,Outbound,2019-10-15
qsjer3fc,True,Other,Other,Outbound,2019-10-15
grvt63cd,False,Other,Other,Outbound,2019-10-15
68symnjh,True,Other,Other,Outbound,2019-10-15
vahvziaq,True,Other,Other,Inbound,2019-10-15
st18vaz3,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
ixyhs42f,False,TradeShow,Other,Outbound,2019-10-15
arqn7ph0,False,Other,Other,Outbound,2019-10-15
x6hwi7oc,True,TradeShow,Other,Outbound,2019-10-15
xw34pcsv,True,Other,Other,Outbound,2019-10-15
8ck2douf,True,Other,Other,Outbound,2019-10-15
mnkygdmj,True,Other,Other,Inbound,2019-10-15
fdk6w7ij,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
wxb92tj7,False,Other,Other,Outbound,2019-10-15
2a4epqhe,False,VirtualMeetups,Other,Outbound,2019-10-15
jiyj7579,True,VirtualMeetups,Other,Outbound,2019-10-15
nbbel4wq,True,VirtualMeetups,Corporate Events,Outbound,2019-10-15
tlqi9g4h,False,Other,Other,Inbound,2019-10-15
y2e7pmj8,True,Other,Other,Outbound,2019-10-15
rxzpdn37,False,Other,Other,Inbound,2019-10-15
5c92h5if,True,Other,Corporate Events,Outbound,2019-10-15
b057km82,False,VirtualMeetups,Corporate Events,Outbound,2019-10-15
x8jtmhrm,True,VirtualMeetups,Corporate Events,Inbound,2019-10-15
5877z1td,False,Other,Other,Outbound,2019-10-15
k7exwdhk,False,Other,Other,Outbound,2019-10-15
p2bq6n3u,False,TradeShow,Other,Outbound,2019-10-16
85op5l52,False,VirtualMeetups,Corporate Events,Inbound,2019-10-16
swmadtmx,True,VirtualMeetups,Corporate Events,Inbound,2019-10-16
tw99hee7,True,TradeShow,Corporate Events,Outbound,2019-10-16
skb2mdrb,True,Other,Other,Outbound,2019-10-16
irufl18o,False,VirtualMeetups,Corporate Events,Outbound,2019-10-16
pb1svegd,False,Other,Corporate Events,Outbound,2019-10-16
8r2nhhls,False,VirtualMeetups,Other,Outbound,2019-10-16
5d4xrxck,False,Other,Other,Outbound,2019-10-16
wmcvtp6v,False,VirtualMeetups,Other,Outbound,2019-10-16
chhymxcn,True,Other,Other,Inbound,2019-10-16
krhqtufc,True,Other,Other,Inbound,2019-10-16
b0senu34,True,Other,Other,Outbound,2019-10-16
517dhc8h,False,Other,Corporate Events,Inbound,2019-10-16
qm1dor0h,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
dlk6fshl,True,TradeShow,Corporate Events,Outbound,2019-10-16
77to9b7c,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
77w5b4uc,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
y971rbi5,False,VirtualMeetups,Other,Outbound,2019-10-16
uvs11vhe,False,Other,Other,Inbound,2019-10-16
wj7cijpk,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
qgmyonm3,False,VirtualMeetups,Corporate Events,Outbound,2019-10-16
2t1ub5zv,True,Other,Other,Outbound,2019-10-16
uykci7zb,True,Other,Other,Outbound,2019-10-16
625qu8av,True,Other,Corporate Events,Outbound,2019-10-16
y2a9559e,True,Other,Corporate Events,Inbound,2019-10-16
ufqz8idu,True,Other,Corporate Events,Outbound,2019-10-16
be7fxc9x,False,TradeShow,Corporate Events,Outbound,2019-10-16
wdr6gsso,True,Other,Corporate Events,Inbound,2019-10-16
racz0zek,True,VirtualMeetups,Corporate Events,Inbound,2019-10-16
nkpvzyj9,False,Other,Other,Outbound,2019-10-16
2bl6ay7b,False,Other,Other,Outbound,2019-10-16
em6yvdly,True,Other,Other,Outbound,2019-10-16
b2qk5lcc,True,Other,Other,Outbound,2019-10-16
nw0wkekv,True,Other,Corporate Events,Inbound,2019-10-16
49zru9ep,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
i10qywuh,True,VirtualMeetups,Corporate Events,Inbound,2019-10-16
0fe0hova,False,Other,Corporate Events,Outbound,2019-10-16
l8ul8fe8,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
9tg6tkm5,False,Other,Corporate Events,Outbound,2019-10-16
b8n1wala,True,Other,Corporate Events,Outbound,2019-10-16
qx09394j,True,VirtualMeetups,Corporate Events,Inbound,2019-10-16
bv74hqzz,False,VirtualMeetups,Corporate Events,Inbound,2019-10-16
2u3po1h1,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
rou2tku4,True,Other,Corporate Events,Inbound,2019-10-16
8xp0zojp,True,Other,Other,Inbound,2019-10-16
1mehc62b,True,Other,Corporate Events,Outbound,2019-10-16
6w12f5rk,False,VirtualMeetups,Corporate Events,Outbound,2019-10-16
lga8b3rn,True,TradeShow,Corporate Events,Outbound,2019-10-16
fpvwsjvf,True,Other,Corporate Events,Inbound,2019-10-16
i27wdenm,True,Other,Other,Outbound,2019-10-16
kz6hm26p,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
32v1pwb3,True,Other,Corporate Events,Outbound,2019-10-16
gwnvqwn6,False,Other,Corporate Events,Outbound,2019-10-16
ey8y5sd7,False,Other,Corporate Events,Outbound,2019-10-16
rll62xrc,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
59kj7f8z,True,Other,Other,Outbound,2019-10-16
4fn82kgh,False,Other,Other,Outbound,2019-10-16
7az6ahkg,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
jactp05x,True,Other,Other,Outbound,2019-10-16
t9wueppe,False,Other,Other,Outbound,2019-10-16
kqmcql3p,False,TradeShow,Other,Outbound,2019-10-16
3iiu66pa,True,Other,Other,Outbound,2019-10-16
2lox4ub8,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
ds0zhhfh,True,Other,Other,Outbound,2019-10-16
xap95lwn,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
eh877fmw,True,Other,Other,Outbound,2019-10-16
9jqynzjw,False,Other,Corporate Events,Inbound,2019-10-16
v03n7m2g,True,Other,Other,Inbound,2019-10-16
zvsj3brz,True,Other,Other,Outbound,2019-10-16
enox5525,True,Other,Corporate Events,Inbound,2019-10-16
f2by1f1h,False,Other,Other,Outbound,2019-10-16
obbu8114,False,Other,Other,Outbound,2019-10-16
c71kz1t0,True,TradeShow,Other,Outbound,2019-10-16
ejg6cv9k,True,Other,Corporate Events,Outbound,2019-10-16
2vb75hrh,False,VirtualMeetups,Other,Outbound,2019-10-16
995ckt8i,True,Other,Corporate Events,Outbound,2019-10-16
g87n4deh,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
mn36ii35,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
348kfayb,True,Other,Corporate Events,Outbound,2019-10-16
e0lkf1fw,False,VirtualMeetups,Corporate Events,Outbound,2019-10-16
tq64bzbs,True,Other,Other,Outbound,2019-10-16
hxzjf5ww,True,Other,Corporate Events,Outbound,2019-10-16
o6li6a23,True,VirtualMeetups,Corporate Events,Inbound,2019-10-16
87ux13xo,True,Other,Corporate Events,Outbound,2019-10-16
nw0xm398,True,TradeShow,Other,Inbound,2019-10-16
wo1byjq8,False,VirtualMeetups,Other,Outbound,2019-10-16
lytfxmtm,False,Other,Other,Inbound,2019-10-16
afpppl2r,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
q7s5clo2,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
voufm6m8,False,Other,Corporate Events,Inbound,2019-10-16
98qu4eo6,False,Other,Corporate Events,Outbound,2019-10-16
qvt626rj,True,VirtualMeetups,Corporate Events,Outbound,2019-10-16
1rfuxlaz,False,VirtualMeetups,Corporate Events,Outbound,2019-10-16
gbaoxfi4,True,Other,Other,Outbound,2019-10-16
w6nylrl7,False,Other,Other,Outbound,2019-10-16
whfaauc1,True,Other,Other,Inbound,2019-10-16
6fncuadx,True,VirtualMeetups,Corporate Events,Outbound,2019-10-17
wjjjhdjr,True,Other,Corporate Events,Outbound,2019-10-17
g0hboaka,False,Other,Other,Outbound,2019-10-17
2y19yjgz,False,VirtualMeetups,Corporate Events,Outbound,2019-10-17
834erjtu,True,Other,Other,Outbound,2019-10-17
wa7txnjo,True,VirtualMeetups,Corporate Events,Outbound,2019-10-17
z696q0fd,True,VirtualMeetups,Corporate Events,Outbound,2019-10-17
l8dwgt7l,False,Other,Other,Outbound,2019-10-17
ire9liy9,True,Other,Other,Inbound,2019-10-17
sjpph5m3,False,Other,Corporate Events,Inbound,2019-10-17
h33j2x67,True,Other,Other,Inbound,2019-10-17
3x9dtj5n,True,Other,Corporate Events,Inbound,2019-10-17
4t2pb2ls,True,Other,Other,Inbound,2019-10-17
efphlxft,False,Other,Other,Outbound,2019-10-17
xyknbpx0,True,Other,Corporate Events,Inbound,2019-10-17
ifjo0uk9,False,Other,Other,Outbound,2019-10-17
dylne8w7,True,Other,Corporate Events,Outbound,2019-10-17
lnkqqmus,True,Other,Other,Outbound,2019-10-17
bzgzn5wl,True,VirtualMeetups,Corporate Events,Outbound,2019-10-17
b5xfg23d,True,VirtualMeetups,Other,Outbound,2019-10-17
lyah5end,True,VirtualMeetups,Other,Inbound,2019-10-17
7a8rtpud,False,VirtualMeetups,Corporate Events,Outbound,2019-10-17
pf7ekbx0,True,TradeShow,Corporate Events,Outbound,2019-10-17
nl2c4t7b,True,Other,Corporate Events,Outbound,2019-10-17
gzf5w0gs,True,VirtualMeetups,Corporate Events,Outbound,2019-10-17
t29whqxk,True,VirtualMeetups,Corporate Events,Outbound,2019-10-17
7osow0q8,True,Other,Other,Outbound,2019-10-17
tjwb4iw1,False,Other,Corporate Events,Outbound,2019-10-17
yx5ucx8f,True,Other,Corporate Events,Outbound,2019-10-17
5gvrvl4z,False,Other,Other,Outbound,2019-10-17
ijarfmet,True,Other,Other,Inbound,2019-10-17
vs9l5rcf,False,Other,Corporate Events,Outbound,2019-10-17
6syy6dkk,True,Other,Other,Outbound,2019-10-17
